start,end,N,SS,FayH,TajD,FerL,bsfs,ZngE,FulD,Colless,btree,path,iColless,ibtree
0,2501.0,250,16,0.0222088424220572,1.5472018106282108,-0.6717162204044544,4.541901029233965,1.168190020446014,-1.5450791905361416,0.036724856414906935,-0.542922624118214,4020000,0.04394999352247701,-1.1354426203778607
0,2501.0,250,12,0.03489673172221623,-0.27928649157663715,0.31331023906792393,-0.6637946469049297,-0.3613509096987757,1.2374296820739523,0.033942220494882755,-0.13023141141087854,4020001,0.036274128773157145,-0.2417305258090965
0,2501.0,250,10,0.09558245385160542,0.18097836665650469,0.35512813824462963,1.331586504129518e-05,-0.2108097790754372,3.253803472653152,0.029780411970462495,0.4849411695896814,4020002,0.04077600725482576,-0.5671443401537547
0,2501.0,250,19,0.06132074449631667,1.3422833361628856,-0.34739364668537204,2.14404743140549,0.832337201048177,0.73179262801433,0.029953145917001333,0.2342334928653631,4020003,0.04438182838882412,-0.7409119688217473
0,2501.0,250,21,0.06281523465629428,3.174470793745044,-1.2865143082475774,4.2689217601430895,2.3496283934592137,-1.095664672561541,0.03295439823811375,0.3229138740560433,4020004,0.06688042492550847,-2.209056191008167
0,2501.0,250,19,0.14549828630726666,0.4382685893411212,0.5952023280569655,1.0403463215659579,-0.2947698223753125,-0.09454019612673534,0.02888975255862158,0.4321792625314608,4020005,0.03982866951677679,-0.303596973344332
0,2501.0,250,13,0.07065505503129725,-0.008913409587813953,0.3634738664606112,-7.123906620505881e-06,-0.29324030358316844,0.9776412577841308,0.02808006218422075,0.5547898380579754,4020006,0.0519497344215572,-0.9407843472496022
0,2501.0,250,15,0.0671145042265569,0.9082617939334832,-0.10710342508650443,2.9989610172881225,0.4548052761561646,0.5430819992150969,0.032132112680111125,0.0004892619365373385,4020007,0.04890529861381008,-0.6427895982839449
0,2501.0,250,9,0.12969955953601975,0.2925045228259931,0.4367387458275248,1.1085547122109732e-08,-0.2321262550513229,2.274582229907494,0.030784428034719518,0.3852323550812807,4020008,0.07047545018784816,-2.412576653559131
0,2501.0,250,12,0.11978658694616542,-0.3759262010855471,0.7824221702504096,4.72985831489979e-06,-0.7736326892532375,1.2374296820739528,0.02702098717450447,0.7409523022596018,4020009,0.06838644902189403,-2.39995151160638
0,2501.0,250,16,0.09059816031389607,1.13172626376619,-0.08993364038426882,0.4832641277680038,0.534046965050447,-2.497268012867369,0.029637612031704525,0.4964372571267794,4020010,0.03965863453815261,-0.1161036968703707
0,2501.0,250,14,0.06980531988087653,0.13832361187973274,0.29250453469772597,1.551339111253063e-05,-0.17725795678135484,1.808437214814801,0.04025240747937989,-0.380513671516481,4020011,0.033893639072418706,-0.1496016855535104
0,2501.0,250,25,0.14125178483730008,2.430275036607373,-0.4257989748789223,2.6085557790962604,1.363062219935056,-0.06408293727392289,0.027008957488941943,0.4132407614611272,4020012,0.055752040419743486,-1.5041612005505998
0,2501.0,250,14,0.1541761594927618,2.154631245210612,-0.2925211534458701,1.725418833346667,1.1053173034781123,-1.373242665914419,0.028675496028780133,0.5360815864188135,4020013,0.05062184220753983,-1.2387911991923268
0,2501.0,250,14,0.12267522742368805,0.15338441517057433,0.5595762155442173,0.4606344957967364,-0.3841249342425593,0.7478772545717278,0.025670423630003887,0.7843861201620329,4020014,0.0409217515222179,-0.3836160157600413
0,2501.0,250,13,0.09629159616292177,1.20421235386629,-0.11927994319241038,1.6423084582631466,0.5799642916155484,0.9776412577841304,0.03678585308977847,-0.06863450983718203,4020015,0.05152869542686876,-1.4949606658110668
0,2501.0,250,20,0.1081142631154844,0.3983788137529034,0.411815102546825,1.2550179650811206,-0.16422493167655008,-1.0119084632668651,0.031121553663333683,-0.05792612233066052,4020016,0.08854773934447467,-2.814069109733445
0,2501.0,250,17,0.1173498288513988,1.1807466273236673,0.03773165407945348,3.4303154514365826,0.4541177379507619,1.0994680023857828,0.031270242259360016,0.28642100155923905,4020017,0.07047545018784816,-2.8499383430701126
0,2501.0,250,18,0.13145190182522565,0.725705661424327,0.3584028557884451,3.1088605550023343,0.012368097492549112,-0.8215446257946853,0.039897493198600864,-0.2889667436491533,4020018,0.05299909314678068,-1.0705886372061908
0,2501.0,250,26,0.0337862833080634,1.5053893183200708,-0.5867286383459545,1.7707912729535638,1.104789266862516,-1.4310221514132813,0.030091038641368993,0.4917505059856689,4020019,0.042578917821824935,-0.5233445104732479
0,2501.0,250,27,0.1260246362909527,0.7502790274197195,0.3745823476226978,1.932986487383228,0.016600602787586616,0.3516014154195587,0.028416893379971494,0.33216207599985764,4020020,0.03703847648659153,-0.03570795948873492
0,2501.0,250,19,0.13674234481896536,0.7056951126366379,0.4075447908795546,1.2939846798313992,-0.03424630114603873,0.7317926280143299,0.03781485388558844,-0.2347268970660946,4020021,0.03754534266096645,-0.2447574809841836
0,2501.0,250,22,-0.01254449282225463,0.5985220759161811,-0.3852545015795885,0.30439988605212936,0.5580434538489197,-1.1729942516536218,0.03328799067236689,0.3666411744631616,4020022,0.048980869715420816,-0.9428328849561676
0,2501.0,250,16,0.13386771178997728,0.4651787919283495,0.4846958109784541,1.2686254966156312,-0.19693567023311306,-1.5450791905361416,0.036606101826661484,-0.13809652996135965,4020023,0.04458155201450965,-0.7978516314300212
0,2501.0,250,20,0.10284961666836333,1.2467587276753131,-0.058030220133160615,2.96357804437857,0.5632845379768222,2.1544474118857218,0.03429200673662392,0.18988235033245487,4020024,0.040403549682601375,-0.357861839037201
0,2501.0,250,22,0.02985589291696605,1.7163371467165185,-0.7197871271677002,4.381519657066663,1.2920966990417813,2.4785584434198964,0.02754566653711621,0.4160145581113989,4020025,0.0660491428077903,-2.10164407653889
0,2501.0,250,11,-0.0017628650157591969,1.5613651218419358,-0.7895202838120772,0.6110114851614059,1.2498174196101597,-1.029123745469293,0.02855662280458238,0.6140247256350856,4020026,0.0589778468713564,-1.6655103717470745
0,2501.0,250,11,0.19930643794675199,1.0774317130723083,0.4203652289292865,1.0619321394002073,0.09437469976900496,-1.029123745469293,0.026251634102391973,0.7154481063994467,4020027,0.038444098976551364,-0.5279697452940066
0,2501.0,250,17,0.10267429088251627,0.7275134927756988,0.18991674942544504,1.3474635086398137,0.1466812001682711,0.1933801796093993,0.032735781837025524,0.198016022950052,4020028,0.045256293993177016,-0.4580549172909286
0,2501.0,250,17,0.10790388125004677,-1.1149378583413223,1.1646726739428903,2.7626589002131874e-06,-1.387516667989014,-2.5248832887197503,0.03455169652215902,0.08852204818715781,4020029,0.04705920456017618,-0.6290794230982208
0,2501.0,250,23,0.14571845243393994,0.737019187571891,0.4757198552470972,1.127039864684014,-0.07264240733297912,1.567962071852617,0.032705602468525136,0.16046185323200546,4020030,0.05182018396165306,-1.0284721447647782
0,2501.0,250,14,0.05694399258640261,0.8604584628815465,-0.14085999755007422,1.7766788651496588,0.4605818903906922,-1.3732426659144188,0.02689560083652583,0.6918988179886538,4020031,0.0454074361963985,-0.5666736041653746
0,2501.0,250,25,0.04938124231672408,1.6567433272008938,-0.5723825194258599,4.613478081353201,1.1552719927655215,1.2449739600334222,0.030282420002591005,0.2658328743250693,4020032,0.05688344776957292,-1.5477369722447516
0,2501.0,250,14,0.06455960253716769,1.4062933224199816,-0.3783396795668577,2.443738217087214,0.8708680623554139,-0.31268270567134593,0.030213596320766943,0.3595039857912482,4020033,0.05870255214406012,-1.8541460873701563
0,2501.0,250,18,-0.03855415657627948,-0.17953447825952795,-0.1222794614515262,-0.5551601786953874,0.023800912309230347,1.7714610200418686,0.03834153819579393,-0.3756711410601027,4020034,0.06307488016582459,-1.2352572246801996
0,2501.0,250,18,0.1901511959037924,2.188563507864788,-0.06825670920740062,1.6257945134516276,0.9555753198687392,0.042790589484166135,0.037337937357369934,-0.4198117598895867,4020035,0.044312734810208566,-0.7261102174942206
0,2501.0,250,9,0.08151939715906965,1.002659168838001,-0.13018868432565378,1.521830810500404,0.497144213363005,0.7828117394489831,0.030809875446486407,0.4563459691485581,4020036,0.04012825495530509,-0.4522811836929619
0,2501.0,250,14,0.0765954616201951,1.455121673360651,-0.3405843707151615,2.8519848827924013,0.8605247134823537,-0.3126827056713457,0.03330526406702077,-0.03299450411347065,4020037,0.03562637647363648,0.10797157345634566
0,2501.0,250,23,0.15294283989693666,0.9472963983512122,0.4085481335509432,3.406793940779876,0.06910559288822628,-1.2446198729288072,0.033618344345122425,0.21929341964859675,4020038,0.06620028501101179,-1.9036820668724617
0,2501.0,250,20,-0.0040937005648366935,1.5723465824038545,-0.8383989820435417,1.1359921924366378,1.3224248541368626,-1.0119084632668656,0.032711491125793496,0.3102433675045503,4020039,0.03973960357559269,-0.2288236655173767
0,2501.0,250,15,0.04320170802171238,1.9000950163999903,-0.7393971443893104,3.374443366539799,1.3626284358880745,-0.4602920395039865,0.032844280347195234,0.09187487289870573,4020040,0.035172949863972014,0.04420368647312585
0,2501.0,250,12,0.10447140687998904,-1.0286579706080927,1.0347931254308878,-0.5236914966646963,-1.2360047784731945,0.03953603075383266,0.03079702321832132,0.2604781333488237,4020041,0.057844280347195236,-1.0211804677334166
0,2501.0,250,20,-0.04281789509707568,0.8786730362609885,-0.7003138646238443,1.0388608320022283,0.9244033689279526,-1.803497432055012,0.04302000629245091,-0.28522675822629523,4020042,0.043367016452908407,-0.5386310883808666
0,2501.0,250,26,0.1495453817221442,1.796678604137158,-0.03809092756336305,2.1245045210025624,0.7877925413089262,-1.4310221514132813,0.02540366745574674,0.6940504641013704,4020043,0.041294209094442286,-0.4960457694530657
0,2501.0,250,22,0.10282302616641384,1.3690730189280005,-0.11210176562789216,3.821531036708585,0.6608109081759204,-1.9033047906683256,0.02957529040894762,0.09401314892000476,4020044,0.040711232024873686,-0.5063184835710484
0,2501.0,250,18,0.10535876095025902,-1.213459899472771,1.212093964476733,-0.9143502840241916,-1.4681814212676525,1.7714610200418692,0.028382346590663732,0.5335008169823147,4020045,0.06649177354579608,-2.425337193642552
0,2501.0,250,20,0.11395055243427182,0.5799928483269164,0.3510576508821584,1.259921198255466,-0.040337449525432466,1.3628584430975743,0.03706438657857235,-0.18790064060214426,4020046,0.034768104676771605,0.18239118427896425
0,2501.0,250,13,0.07341569210211715,-1.1967401194037766,0.9777184618252824,-1.2240182825910015,-1.2610420632617465,4.3523543055862834,0.038114824890961685,-0.2581249881778821,4020047,0.060921103769918376,-2.051275824112855
0,2501.0,250,18,0.03871852281801155,2.8242976792183216,-1.2393744079487643,3.000734001869501,2.153162671916084,-2.5502150563523878,0.036829345029889146,0.10166539400738626,4020048,0.035691151703588546,-0.03575903021039626
0,2501.0,250,21,0.04844017606907476,0.5835003386133026,-0.02301541025153997,2.07518856922256,0.26108508242707906,1.9431172899256397,0.03691648313684847,-0.2533154277783445,4020049,0.038767975126311686,-0.3535926890105055
0,2501.0,250,12,0.1798127161647201,2.40210944677273,-0.3172107232652661,1.2974960551865693,1.2145672943925772,-1.1583576205662869,0.0278020684890098,0.8209664078448546,4020050,0.04825754631428941,-1.140989720838973
0,2501.0,250,16,0.07174093954195611,2.7148223979990047,-1.0017149326260792,1.698844647619882,1.9085442279767992,-0.5928903682049141,0.03307099365202747,0.3626347107391621,4020051,0.04641145226065552,-0.8720368163397874
0,2501.0,250,19,0.028464098356531107,1.753471859224631,-0.7454575838493005,3.4251085801800762,1.3204760092461845,-1.7472058444088665,0.03284566838783706,0.04357458662784882,4020052,0.06241093405881591,-2.050733684657812
0,2501.0,250,15,0.05153213780380439,1.439719606056305,-0.4605885244051793,2.8977621199809933,0.9529609450343246,0.5430819992150969,0.040010481809937694,-0.1534999823937002,4020053,0.05270544543766464,-0.9850182905654497
0,2501.0,250,20,0.1652232300042197,0.9041819113033824,0.4762504298926468,1.3964650761076132,-0.006070699143208207,-1.0119084632668651,0.02757985346403536,0.5454131326342408,4020054,0.043140303148076174,-0.5180256229638324
0,2501.0,250,19,0.20740211236773207,1.6028337084077182,0.3429478993805965,1.3920613544761546,0.3880760385308891,-0.9208730202678008,0.033300183656828464,0.2409942075433033,4020055,0.04154251414259188,-0.4347516458788441
0,2501.0,250,29,0.060603070761649815,1.7325379071825262,-0.5407340938949059,1.6426307332512669,1.1687767573882692,-2.158993785550444,0.028282484777820964,0.470535095731517,4020056,0.057552791812410936,-1.5945099424536489
0,2501.0,250,12,0.0463206058328029,0.5515225124730794,-0.04788601373370669,0.7966529552387903,0.25899831000466633,0.03953603075383273,0.031974672885088734,0.22523709630335234,4020057,0.07828086539707216,-3.167990791798473
0,2501.0,250,21,-0.1445837954913448,1.7150255835847346,-1.7279149594406265,0.7842237901319543,2.0958564237104733,-1.8553601631833367,0.02496761238502396,1.0607939288150492,4020058,0.043561342142764616,-0.5170320962971892
0,2501.0,250,18,0.08070382469044804,1.8953698949197557,-0.5269064421105201,2.6825249908044086,1.2013808384273827,-0.8215446257946853,0.032403808783521185,0.3368800601267867,4020059,0.05171222524506628,-1.4389167876675897
0,2501.0,250,24,0.2492100729939317,2.394733394869717,0.23189492511904736,1.488407395067305,0.8186309085476635,-2.6670681131231864,0.030237077341624563,0.5784928814485358,4020060,0.03559398885866045,-0.002387087294074587
0,2501.0,250,11,0.17341114892885282,1.0197500127416763,0.32457696215776016,1.030442439718567,0.1476397896907604,0.2523487190495647,0.023971817792260854,1.0227548154322572,4020061,0.08688517510903833,-3.2600420708742655
0,2501.0,250,25,0.150022680284459,0.4091753032706845,0.6874811974592705,1.2048795173923832,-0.37883883335848817,-2.02766828323494,0.030023319082782742,0.5003077155446746,4020062,0.07860474154683249,-2.6434195349274816
0,2501.0,250,14,0.02696085690611769,1.5673621395145685,-0.6554598416056693,4.2531314163205,1.1570340478434131,-0.3126827056713458,0.032036749147126134,0.11967216431329457,4020063,0.044241482057261305,-1.0011741637016016
0,2501.0,250,16,0.14304118142749545,-0.4692052466407325,1.0122899196372934,1.2794872113393594e-06,-0.9997670260787324,0.35929845412631345,0.030541520922399267,0.4715306801523907,4020064,0.06500194325689856,-2.708501029015083
0,2501.0,250,17,0.18937654118419966,1.0816810253667828,0.4838831657965551,1.193379637268745,0.05713657751317649,-0.7127076431669841,0.028756603474831218,0.3524682307248601,4020065,0.03960195621194455,-0.5900553723631969
0,2501.0,250,18,0.11516937100364218,1.054222467745574,0.09844697435948276,1.6555083852917252,0.3553525419929821,-1.6858798410735367,0.033788379323746585,0.29975638086709616,4020066,0.040009500367059636,-0.43749433639949903
0,2501.0,250,16,0.05519158281283045,1.1093632106216396,-0.26963838899767645,1.2039733752712465,0.6683728339273407,-0.5928903682049141,0.03657641317960012,-0.13218250579828508,4020067,0.04154251414259188,-0.5240927049443548
0,2501.0,250,22,0.03836942204566951,-0.06899935458757164,0.26034700294080165,-0.17986434731089632,-0.23718089511001395,1.0179373653904888,0.033926026687394736,0.21602175746734972,4020068,0.05183097983331175,-1.2071857527749599
0,2501.0,250,19,0.12195150914172385,1.6237807477088364,-0.15046093987047274,2.344407263303685,0.7912019082225021,-2.5735386685499315,0.03150158236633169,0.1717037326364017,4020069,0.04181241093405881,-0.43170639660668986
0,2501.0,250,12,0.046273722628518685,1.0275625630169685,-0.28750294594915915,2.088581708557007,0.6404552836111309,1.2374296820739528,0.03367907112320249,0.16081017001630854,4020070,0.02901930301852572,0.5089190079313225
0,2501.0,250,18,0.09539405754525207,-0.2745627547795033,0.6728679231416974,7.942844380620404e-07,-0.6507351618749542,1.7714610200418686,0.0363227101956212,-0.03968687576677552,4020071,0.0382821609016712,-0.3834430313004676
0,2501.0,250,12,0.10212724666577837,-0.7323115893979746,0.8741582383144788,-0.4471184934697745,-0.9894063308892174,1.2374296820739528,0.026746772034374058,0.6604058707114518,4020072,0.06380360150278533,-2.25951385117922
0,2501.0,250,14,0.09290511579796994,0.8997119592413866,0.02607277434024657,0.9915596602383626,0.34335726982934284,-0.3126827056713456,0.025247618038134943,0.8849643327103283,4020073,0.036781534741115,-0.13409915250787047
0,2501.0,250,11,0.189944426649468,1.4338148665783403,0.19703089978062366,1.3080267841219997,0.41396523929953705,-1.029123745469293,0.03238041772826071,0.17045958938327044,4020074,0.07206244332167379,-2.6715618549641293
0,2501.0,250,20,-0.06301901657806037,1.5588164512746885,-1.168379570038755,0.704897142230853,1.580743433941321,-1.0119084632668658,0.04047156367405105,-0.374884364387045,4020075,0.04148853478429849,-0.6439888908677652
0,2501.0,250,15,0.03725140103450377,0.3298347938776917,0.029384476746731482,-3.1232848154354443e-06,0.11068458383901422,2.5498300766532633,0.04010882238631948,-0.3046429755472908,4020076,0.12281383598911776,-3.7239096218505705
0,2501.0,250,16,0.10998885719623533,2.8401289173971964,-0.8593410633300634,2.7931211898109587,1.8460670796619656,-1.5450791905361416,0.03600693094960486,0.022722676468143764,4020077,0.034006995724834815,-0.3507852152383051
0,2501.0,250,17,0.10874279470483816,2.4884242176566835,-0.6809658593509829,2.9766633668587903,1.5644710588739337,-1.618795465943367,0.030833009457183574,0.30972831743675105,4020078,0.043334628837932376,-0.473198115722266
0,2501.0,250,20,0.13304526835719255,2.01418674801852,-0.2831188482898511,2.12069872105042,1.0614703704568489,-1.803497432055012,0.03148400051820184,0.4027147140009363,4020079,0.040484518720041454,-0.1862434483885412
0,2501.0,250,16,0.043907403347210765,1.7075672341353691,-0.6366236286100758,3.6214678222635217,1.205676309434915,0.3592984541263132,0.03454948827568338,-0.040767003982462496,4020080,0.033326855810338125,0.12258444885846947
0,2501.0,250,31,0.12402458520871808,1.9696544902315916,-0.2671742728124762,2.626569286554993,1.0532071643643834,0.4982199799958679,0.041278015286954274,-0.3256128340508783,4020081,0.04797415468324912,-1.014018430018423
0,2501.0,250,25,0.1097499578421485,1.2456258598537675,0.00638192738887098,1.264340943899836,0.5186381052673736,-0.7186113859275951,0.03873882627283327,-0.2947301611853285,4020082,0.033019173468065814,0.17071739426965848
