start,end,N,SS,TajD,ZngE,FayH,bsfs,FerL,FulD,btree,Colless,path,iColless,ibtree
0,100001.0,250,592,0.11356362373657534,0.5133992263158206,-0.0657087268704513,-0.1795729269234743,-0.5686435628462816,-0.0334008082348324,-0.1833489989593307,0.04144116357520542,9120000,0.048236522774743565,-0.627411048923355
0,100001.0,250,526,-0.3246780712874958,-0.4463352237998609,0.023937869954940256,-0.06207791430429599,0.3668437103570675,0.3175290364226974,0.1234686144106027,0.03514231657814056,9120001,0.04028143411544331,-0.1594712916372015
0,100001.0,250,602,-0.28669367992415423,-0.3673088224895764,0.016757675772576898,-0.08897273572033634,0.29071217653636505,0.7694211884865649,-0.1963117249169987,0.03774903762515495,9120002,0.046244488521382535,-0.5746040588042414
0,100001.0,250,563,-0.4757080268181495,0.19703150950952025,-0.10172122875281264,-0.6831670702355744,-0.511640740571162,-0.17866889018788698,-0.3093265403184547,0.041644656773390736,9120003,0.04863019440189601,-0.6014510210896645
0,100001.0,250,710,-0.14271137805219072,-0.009775472062517374,-0.019413958261071947,-0.07786260676899172,-0.06866592699194833,-0.4130246020710514,0.24847711577208614,0.03296598092753738,9120004,0.04379831396817749,-0.29761718326949393
0,100001.0,250,666,-0.3931249969827771,0.034069644312058736,-0.06328127268426569,-0.4560308138963284,-0.2642721261232106,-0.5485080917141802,-0.17362453725832555,0.03921973755022645,9120005,0.04550575574186147,-0.5098500594671704
0,100001.0,250,640,0.3850910244151424,0.3184165538101728,0.005588139044120466,0.6002937465113817,-0.1747563705733338,-0.44375751424005977,-0.049071354762269634,0.037737007130710966,9120006,0.03895790032500266,-0.1777060697594318
0,100001.0,250,651,-0.1707100374518757,-0.041591493432631424,-0.018443116060177414,0.09459034134970358,-0.0452517407410475,-0.4890889432678121,0.2805118616407485,0.031095758128849214,9120007,0.04219694025368336,-0.3252130646934208
0,100001.0,250,510,-0.5996885660585652,0.3749908507654419,-0.14875093543758305,-0.9036051470220294,-0.8009195207969951,0.3879084097546853,-0.019804012202402053,0.039508904102763386,9120008,0.048506012494851834,-0.5938169880465104
0,100001.0,250,573,-0.7095271662159945,-0.2902751338911076,-0.057859125886925274,-0.8075380315871273,-0.043099642066339656,0.4676374044151042,-0.0849708878738064,0.04015086739921564,9120009,0.04429716602686925,-0.3905994170049384
0,100001.0,250,507,-0.7545910668303245,-0.3439201011666842,-0.055901223053443215,-0.9329159696827144,-0.00211531637734088,0.9337373008336878,-0.2721344636064635,0.038822814713422485,9120010,0.0479054251514686,-0.7488333857960865
0,100001.0,250,585,-0.9084007774978148,-0.4160850864037741,-0.06693255264323618,-0.7245693720133224,-0.00045195183211211583,0.2964633428772097,-0.2973468874943383,0.04440355232648833,9120011,0.047755330669244415,-0.4376777965810595
0,100001.0,250,618,0.052298168743771335,0.14942930414361494,-0.016280351270198966,0.01628192656410341,-0.15462049788147014,-0.2866469279269219,0.03692751757717045,0.03741557628362914,9120012,0.042965156716250466,-0.31117061081100417
0,100001.0,250,664,-0.009634132868281995,-0.28758235778632946,0.04468362584366768,0.3677269647000258,0.348996068547161,-0.13892486984098842,0.3228783746234747,0.033976675404431715,9120013,0.04165502736753463,-0.20060083880905635
0,100001.0,250,723,0.1684410196211804,0.3032028165380579,-0.023795133537296183,0.026451782093220848,-0.2783993514377212,-0.09261128968994634,0.2736282928861037,0.033719154941907886,9120014,0.041507908197822935,-0.21375500052632768
0,100001.0,250,629,-0.09803966559641797,-0.04905984330391544,-0.006555896247172104,-0.021368556717530976,0.005048618951993943,-0.21513419648927726,0.14747752721429647,0.03444096838754996,9120015,0.044609891177613686,-0.4394856959716276
0,100001.0,250,617,-0.4824486685280846,-0.4886039124201934,0.007400485364455306,-0.25874255160094195,0.3295416773369509,0.02666184414105267,-0.0761251727097121,0.037681216144642385,9120016,0.04914679395829805,-0.6119303881863348
0,100001.0,250,662,0.40788414132431416,0.3875242463847843,-0.0021306099884263797,0.2374974028673081,-0.2470013660546378,-0.18747858808073775,0.2841965620974507,0.03150017006530414,9120017,0.03560816938197429,0.04090638474156588
0,100001.0,250,521,-0.5819275382812257,0.08897557169552757,-0.10008401655355613,-0.7712004672617127,-0.4383317765819765,0.20443581386414286,-0.1944754446331501,0.04215234705818745,9120018,0.0526276826929352,-0.7997515519534241
0,100001.0,250,637,0.16188230362631548,-0.08916675113708716,0.03811911650041902,0.4392014867646528,0.2014151615112529,0.6156812532402698,0.32850802777946997,0.031979840533553364,9120019,0.041747982095710776,-0.3500407824543712
0,100001.0,250,551,-0.1324915430262374,0.1981817614525673,-0.05136997561769385,-0.3161824323756069,-0.31914380449221114,-0.6326582194439133,0.06752356780384297,0.036174645320302436,9120020,0.0466317887293785,-0.5593370701343658
0,100001.0,250,689,0.3925960471880043,0.3936200746633434,-0.005342326934620579,0.2699767165178188,-0.2631062978898765,-0.1366266972944731,0.03191128692670291,0.03673718413321988,9120021,0.042904210624427334,-0.35786852912938405
0,100001.0,250,660,0.3474916365369526,0.23735746052385726,0.013059575229364469,0.4001260140089472,-0.09607099104843846,-0.0053343036906449036,0.4198409478915924,0.029893219680251895,9120022,0.03644642504922332,-0.0060523879881133925
0,100001.0,250,565,-0.5987305949045613,-0.5116827946694017,-0.005972830414911689,-0.5147762086431837,0.2924526445953077,0.21518147387006406,0.1095022979810282,0.03461429710274642,9120023,0.04256635535298574,-0.2741447609620216
0,100001.0,250,589,0.16820660935500584,0.19640423808220425,-0.006771193179404235,0.18328174950451173,-0.1470359187901804,-0.43792377099445057,0.2636575283526937,0.033712603472845784,9120024,0.04276990660589571,-0.3888301401714207
0,100001.0,250,608,0.10695834924231133,-0.23242721261229166,0.053045425916897516,0.35925401437898474,0.3469375708489981,0.1672381801218329,0.106589806376418,0.03441950559671818,9120025,0.03942230886630879,-0.16616636130193893
0,100001.0,250,604,0.1808780268395214,-0.0433554648394265,0.033582920599722475,0.5921728648756917,0.155667254487771,0.09441961874423677,0.1210677727226211,0.034814801728909765,9120026,0.04025727447070143,-0.29940387888801323
0,100001.0,250,809,-0.02833578952204245,0.38384631178447937,-0.06555344378986823,-0.17890132147782362,-0.4890556073160106,-0.6275920071095119,0.10774030077671416,0.03711486526368885,9120027,0.04155162585827178,-0.2485916585087335
0,100001.0,250,679,-0.5731991509400725,0.04505296539169718,-0.09151266953398596,-0.828080981773777,-0.37965252425942203,0.7775995625108721,-0.10934702809774917,0.037459736078038285,9120028,0.045342095243914096,-0.4540191536727578
0,100001.0,250,680,-0.045778002276917314,-0.20208297243050416,0.02565314747693029,0.34072459484645784,0.22317519215889065,-0.6296472951807828,0.15576966288289168,0.03461119226628428,9120029,0.04045781868623193,-0.162776972683896
0,100001.0,250,638,-0.3646916265241992,-0.14841567347175408,-0.02985211109717565,-0.2960303841725141,-0.023239093601750197,-0.2860377063949046,-0.15646872686427618,0.03919851782269193,9120030,0.04683612659988208,-0.5631655479261485
0,100001.0,250,559,-0.30324360650094834,-0.4091929883162817,0.021086297353238904,-0.03930011712272327,0.33307966601747785,-0.2257081446624132,-0.005372855876046965,0.03921218372248297,9120031,0.04472340156870847,-0.3942046301523092
0,100001.0,250,493,-0.2944690181356455,-0.7940565241924393,0.08442570274773514,0.38388168092046404,0.8126792758535248,0.855685692573117,0.4190590193794032,0.03160208257673743,9120032,0.04168620371182962,-0.27986173421441185
0,100001.0,250,700,0.4647996443449179,0.6056356938719655,-0.02868597497174788,0.2864220050269485,-0.483549581342352,-0.9461737164719172,-0.035846697455346195,0.037630857800508635,9120033,0.04466805461430747,-0.4387496895624483
0,100001.0,250,633,0.2657838779847669,-0.08370715146111217,0.0525335028219948,0.3693193516803505,0.2534191967239062,-0.4441922948283956,0.1129347873012564,0.03439220432657733,9120034,0.043163622230858935,-0.34258699926774056
0,100001.0,250,562,-0.13908780469943655,-0.4948699226226895,0.05902717209675401,0.1804387260565236,0.5314281034334789,1.5876672040390325,-0.04740932163210555,0.03696506455931252,9120035,0.04315527806682852,-0.4278098117334323
0,100001.0,250,614,-0.44224058298370894,-0.012283240923578784,-0.06311490329002731,-0.4908654377129603,-0.2348225936673504,-0.5473470543462752,0.016354985822889072,0.037581871037792015,9120036,0.04827083354094626,-0.6669579016381842
0,100001.0,250,647,-0.27939261087427675,-0.17093456892069056,-0.013691031736856152,-0.11610631562346715,0.05272499219698952,0.1456634944031157,0.1033085034490368,0.034883146929967135,9120037,0.040950069035846685,-0.2456918496102508
0,100001.0,250,624,-0.0209595864970012,-0.4559468014151977,0.07006551472072528,0.4289421705441453,0.5501317708444726,0.23555537047804545,0.19981295057125895,0.03416292246208687,9120038,0.04057492692869113,-0.2211535275274585
0,100001.0,250,557,0.007539532206167343,-0.4494290746328149,0.07333200097469701,0.3631329251415909,0.5582602431792104,0.05804019928341976,0.5335467279943176,0.029965145943575792,9120039,0.03761950293843999,-0.08427487674172185
0,100001.0,250,543,-0.35250063544036403,-0.5011643184761827,0.028631491800088643,-0.1010692239766563,0.4186680509818716,0.4903626870891567,0.08806400850271348,0.037345452432323234,9120040,0.04052510573121399,-0.1558143888643805
0,100001.0,250,539,-0.35114106630164765,-0.48777510037518,0.02668478926356041,-0.33629948892236305,0.4029429039837897,0.7995164754717461,-0.033930619090546836,0.03762420428510326,9120041,0.04696138074351385,-0.563631544542515
0,100001.0,250,677,0.12400883803575816,0.20782716339703336,-0.015070711190218956,0.06135467332010981,-0.18601956427873886,-0.1399610766533816,0.060394843690394426,0.03630281814836083,9120042,0.04037376887566,-0.12511039192099851
0,100001.0,250,680,0.6262987984628553,0.7115905741707558,-0.0219365360617311,0.060914312178828464,-0.5228602622000514,-0.4894956462419473,0.3508353832491745,0.032969722579427915,9120043,0.038513868558345515,-0.0429068531250687
0,100001.0,250,708,0.32658662749626993,0.0019723740398951053,0.04769588974895619,0.7448712890504373,0.18227525902268898,-0.18992316868981615,0.23123587793894995,0.03218167506856165,9120044,0.039482875886192134,-0.1586903760678281
0,100001.0,250,532,-0.4629084184738954,-0.2409261341006459,-0.02947155318152192,-0.4125405330977199,0.03553766389000853,0.24304796449312985,-0.12533902182447373,0.0395154589436724,9120045,0.046360127624901146,-0.6565248111739799
0,100001.0,250,588,-0.12225586680399925,0.5686264149414711,-0.1093025172695744,-0.5737122397989411,-0.7699857548990215,0.14951291307217426,-0.25931966204583085,0.04048756266881739,9120046,0.04565574124454809,-0.5155290803018445
0,100001.0,250,586,-0.07606229363231867,-0.355062451251188,0.04581562268013458,0.13155050778330402,0.3946749310737203,-0.13174983878929525,0.24053913252145184,0.033541501118507316,9120047,0.044986063308772174,-0.4678714326681924
0,100001.0,250,546,0.2234952137920574,0.25937384204662023,-0.008766496318196102,0.2862774506058419,-0.19347868904660326,0.12203938998210108,-0.08528573798745684,0.0384416266395303,9120048,0.04561207526085599,-0.5149771002260661
0,100001.0,250,521,0.10072593596544853,-0.02279725747407284,0.01851338198068924,0.03558297481396963,0.08498894428217406,-0.05112641070130017,0.1756370127612079,0.03306709927079349,9120049,0.03997264549484554,-0.2126935183147992
0,100001.0,250,689,0.00016165238736656732,0.027669007773547017,-0.004409635125513261,0.026894960451090192,-0.03400949070273645,0.029373187706102363,0.3858316186864251,0.031089252646258638,9120050,0.03798690237995845,-0.009502469326378354
0,100001.0,250,602,-0.10490617319600304,-0.22179373630990926,0.02015911951400915,0.03794824391566939,0.21409169212806367,-0.4959493835025695,0.245924045788876,0.034104383483755815,9120051,0.04145741727187053,-0.29675158594844353
0,100001.0,250,632,0.014097854235084173,-0.09673964158336183,0.01759209563228097,0.19750437851624286,0.12720507274067155,-0.6509543497370839,0.3805222126109742,0.031227540434691625,9120052,0.039720400299456456,-0.1442288226589918
0,100001.0,250,641,-0.17193114365427276,-0.3401787479155594,0.02926214209371163,0.041409357133267655,0.3220822003952251,-0.18043133398765973,0.25286486994095425,0.03465474802435549,9120053,0.04441495328284027,-0.42443254470642827
0,100001.0,250,607,0.016694566119386415,0.06843373137839556,-0.008526093053817883,-0.053874709741674964,-0.07491469183631408,0.486411283471891,0.118899134246341,0.033891227228750286,9120054,0.041865776890553416,-0.3691908487596134
0,100001.0,250,582,0.031777892992039716,0.14353078850471312,-0.01837084415410554,-0.06088370518151263,-0.15896316341250266,0.6411930237109645,0.017868778467624576,0.03603144349381618,9120055,0.04357490763594828,-0.37846986491662216
0,100001.0,250,705,0.21312181809016567,0.2501205836652052,-0.008733431740454305,0.2581677984484628,-0.18772574473807693,-0.7453281796302863,0.4279464962023325,0.03187692790982611,9120056,0.03828421075072032,-0.022994511845321232
0,100001.0,250,603,-0.4081184293699581,-0.4384523499532871,0.01030299823467808,-0.17363761565722785,0.3097753347098784,0.352409479290588,0.2326842045873898,0.03385880491098764,9120057,0.042295746514696066,-0.3226441105147864
0,100001.0,250,620,-0.22473069317797387,-0.03422099070691728,-0.027580974348390838,-0.21164907915020625,-0.08484814488452355,0.1957621480089906,-0.08344611275389002,0.0398325169816764,9120058,0.04157125021274219,-0.3507328658592009
0,100001.0,250,623,-0.5086399276336985,0.15623345622333185,-0.09991507716230916,-0.8638675885553603,-0.4800783904358389,0.05748740384826255,-0.28262240502746955,0.04205520636494809,9120059,0.0481246260447346,-0.7253135036303543
0,100001.0,250,598,-0.06307435180897615,-0.2493791326385077,0.030747742060468163,0.08096935147497478,0.2717380514740208,-0.12807545715502924,0.2786786885999501,0.0321139107119723,9120060,0.04331560111413395,-0.4242471882573193
0,100001.0,250,654,0.3078944224062635,0.18549728051486108,0.015549053622752784,0.3319377577053318,-0.054550144402453316,0.05240987487593552,0.3124690795780925,0.030436693832705832,9120061,0.037508947487571664,-0.06143424178787616
0,100001.0,250,504,0.006915840949770735,-0.2857717570282479,0.04701500773000257,0.4408292975242613,0.3562031929735026,0.9577976607030602,0.11768066823279953,0.03560575514574912,9120062,0.0428791652713512,-0.3686364841877753
0,100001.0,250,692,0.2425279762012147,0.2780755638940671,-0.00889344714190417,0.1840838697530815,-0.20556281073929766,-0.2597748382140771,-0.040461892957848716,0.03694839979098025,9120063,0.041281474158456566,-0.3053901217119378
0,100001.0,250,626,0.6059050870039608,0.7069541323926047,-0.024256389188564775,0.2295371984630997,-0.5288583337013364,-0.5967887775633726,0.2555677567286356,0.03181601733875348,9120064,0.03925818984211743,-0.18962799325678334
0,100001.0,250,558,-0.25672174805306863,-0.2675527274327039,0.005179420151543218,-0.13956393853581198,0.18476855622380534,0.1887784764969071,0.009090424812706395,0.037361950746239,9120065,0.04222909935360121,-0.3438694425447877
0,100001.0,250,703,-0.07311945449895671,0.1406343588889015,-0.033278240445011986,0.0151449829454029,-0.21467607507908595,-0.3588737389604649,-0.011382837053133022,0.038378377355252576,9120066,0.04507820461424053,-0.3798852738242184
0,100001.0,250,598,0.15184477989452697,-0.07804153346028936,0.034880414021102826,0.3960528621834007,0.18200881423331675,0.8909398722748569,0.20296758897184364,0.03275654241029302,9120067,0.03858984324394353,-0.10308068208151436
0,100001.0,250,641,0.362755753039714,0.5162597600885052,-0.029427085509266114,0.1329491905469883,-0.4312283765887944,-0.596559627187693,0.1660846984296012,0.034301899280245865,9120068,0.04258689015781904,-0.3256564081675283
0,100001.0,250,639,0.4203282283308912,0.3994035811308816,-0.0022169392155301144,0.28300974721788785,-0.25465706978839897,0.15675649443640602,-0.21715999898455898,0.040005876839201863,9120069,0.043235254155884,-0.4017068912762004
0,100001.0,250,706,0.4593333428213839,0.3641569538247949,0.009196825794487164,0.32985168817355426,-0.18902017193931897,0.19646295108814296,0.2445530299951903,0.03226354254002705,9120070,0.03816298569504945,-0.04000280687943759
0,100001.0,250,622,-0.19035024471487672,0.20135779839513568,-0.060317709673286216,-0.34092801958482377,-0.3557810285134491,-0.5498939462172897,0.16594463344451313,0.035562280704138464,9120071,0.044451921782154825,-0.3883722944607725
0,100001.0,250,686,-0.36625794875884654,0.13146843012585085,-0.07492271030240052,-0.6810993354662223,-0.3691460565539575,0.29324630795047146,-0.11878105384207165,0.03864190607127471,9120072,0.04802013898564436,-0.6570300573204342
0,100001.0,250,703,0.02113200821030456,-0.06977540438254654,0.014284172448393641,0.20337256556608704,0.09794519822540483,0.07503517018703004,0.18876913654402447,0.033999431512126616,9120073,0.03731486010783961,-0.06907645780096577
0,100001.0,250,656,0.06770573149381101,-0.1839594730739918,0.03945321173937196,0.362531182667087,0.2650108221094018,0.7979915530145006,0.014783999470785413,0.03632879722964151,9120074,0.042197956652061185,-0.35541723004541986
0,100001.0,250,605,-0.3078733629347539,-0.4213278953388253,0.02230811057869164,-0.1801152937254027,0.3453193457129281,0.3724122809264485,0.020111091291627248,0.03710127630172947,9120075,0.04613104369941565,-0.6169256971616488
0,100001.0,250,541,0.1251288965365531,0.4363720277861354,-0.05171831897715424,0.17152124575108266,-0.4672389361833352,-0.3755778436743154,0.24786064699495516,0.035087738168481576,9120076,0.044173005385597715,-0.3464098138336021
0,100001.0,250,721,0.4586478340967708,0.5522063961851311,-0.021014267431805574,0.2064210939324201,-0.4211346806583313,0.20671630560831647,-0.007895244227188238,0.03790939585208945,9120077,0.04203659395647105,-0.2564894797793013
0,100001.0,250,572,0.5094909008467742,0.5568691779806171,-0.014421989471244557,0.40381559568848335,-0.3985467231525825,-0.5244966017634219,-0.03709320759316676,0.03687594119327913,9120078,0.043333141651530405,-0.4753603657902498
0,100001.0,250,617,-0.5164459041461635,-0.5294256122393433,0.008947434948133758,-1.004351189911055,0.3606408304722914,1.3849841646171561,-0.11966630928719005,0.03524107141576665,9120079,0.045165000748374026,-0.7423429830488787
0,100001.0,250,603,0.3003295353267191,0.12171883923101084,0.02467002160584966,0.6243958352756581,0.01970810766201954,-0.34239903158614826,0.051940826137872834,0.03772956808945123,9120080,0.04122237913647568,-0.2743655876784589
0,100001.0,250,590,0.6691435065868766,0.1474910629000819,0.07483213727386738,1.166263393017274,0.1963420188895942,-0.21656892146646176,0.3506804194162059,0.031761752236979066,9120081,0.03551120126529923,0.11315699807428747
