start,end,N,SS,FerL,FulD,FayH,ZngE,TajD,bsfs,btree,Colless,path,iColless,ibtree
0,100001.0,50,420,-0.00368867067126665,0.7282268398730573,-0.013049825770881485,-0.09005944120524419,-0.18062909970102786,-0.2500795755800826,0.10963137397026954,0.13181211711203816,3070000,0.14408615008503406,-0.589979480645776
0,100001.0,50,417,0.059576358799318566,0.3309113201548856,0.002939744847119272,-0.08270617696097833,-0.059022589786012776,-0.21023455993812373,0.5145375877316787,0.10675364673232476,3070001,0.10724740715958517,0.05778212973262256
0,100001.0,50,458,-0.035042395684712666,0.29780592374921083,0.009215919930210354,0.12971661090897554,0.19149572926080144,0.3679823640311856,0.04871672469283013,0.12006955248467102,3070002,0.13191307057174018,-0.6261632904876185
0,100001.0,50,513,0.154655551210978,0.4618761572182709,-0.011162299734772221,-0.3540830944426403,-0.42215031269343023,-0.5534921135477829,-0.4844772710863025,0.14493450889127588,3070003,0.15387821795384835,-0.6373318519789356
0,100001.0,50,454,-0.41167356612787614,-1.0740336635897059,-0.05789554629716949,0.29305345753113465,-0.1313201260358173,-0.35791280635759026,-0.040479578609183414,0.14298124655267522,3070004,0.1528754358886412,-0.5391351165162188
0,100001.0,50,362,0.19972873291613927,1.5345182067799399,-0.012894805120684057,-0.4451529100809621,-0.5239010358170669,-1.4509339999996609,-0.1519091012162677,0.11389522914428925,3070005,0.1200055971755791,-0.5306989815733381
0,100001.0,50,489,-0.7091445400974433,-0.3239398926800621,-0.056164321300976205,0.8271753131104681,0.3969836035519816,-0.08072368995811029,0.06427095459150947,0.12641324135287918,3070006,0.14209631220909416,-0.2149549057732522
0,100001.0,50,401,0.3859390513977658,0.10609167635732317,0.05804435423710042,-0.2475832192833331,0.17569193911758524,0.6653019787374479,0.3403584738732655,0.12200609410430835,3070007,0.14429993308798927,-0.3633197064645624
0,100001.0,50,497,0.08077070492971827,1.1196762002745917,0.011223077862416072,-0.058410828236924665,0.024001297123874804,0.02307203318804328,-0.7276997624975727,0.16145202373186726,3070008,0.14920005039052653,-0.6546511739863548
0,100001.0,50,487,0.17778786610012098,-0.1899779419575403,0.02057100680405844,-0.15925871966856794,-0.006501138794434501,-0.20778805943368428,-0.04808921501699222,0.1116565109456104,3070009,0.1307193247669438,-0.13884796843370673
0,100001.0,50,421,0.8197064922036942,-0.09049001288046447,0.09180535238703404,-0.7580304231446822,-0.07641735147297096,0.9819250968058872,0.4616263536313979,0.12014959044842427,3070010,0.12905377668308698,-0.2274159402499657
0,100001.0,50,425,0.048515418826891935,-0.190333960744065,0.04332080724829041,0.23544121068822746,0.5381262916406472,0.7993784588787902,1.013157487404177,0.09708351425676648,3070011,0.11767804466919513,0.3848757225244649
0,100001.0,50,362,0.06987270556203608,0.7578852921363987,0.02482856470777153,0.060669447492316175,0.2364150798893862,0.3384897110682066,0.3560919858615302,0.11990756754679263,3070012,0.1347962654449535,0.03705284764887679
0,100001.0,50,429,0.25580486824959303,0.056967723517520434,0.028519117051551742,-0.23747090080117494,-0.02559296572811211,-0.0225774634383457,0.6233302498422374,0.11484413352970045,3070013,0.12468530719374366,-0.06029649613393034
0,100001.0,50,535,-0.14533297369041026,-0.5241961104585756,0.002934456022237521,0.2767072380505575,0.2883044974022864,0.2420256342176626,0.2988058664960455,0.1162106764103021,3070014,0.13537298481036245,-0.4547245545982756
0,100001.0,50,448,0.04461372509321201,0.9732459071936904,-0.013846356050139327,-0.18076014507493826,-0.2740662044048094,-0.6981576708226819,-0.7505379590969611,0.14437903366474794,3070015,0.15320885298563874,-0.6973704017112442
0,100001.0,50,470,0.15824289309090495,0.9314132517534915,0.013765124509301266,-0.17548555341905267,-0.07104836561900096,-0.025747459876899983,-0.4141340447132831,0.1290391156462585,3070016,0.1548351128530882,-0.7477902803206649
0,100001.0,50,429,0.09375040135679234,-0.25379758851153744,0.0036996922479241947,-0.1369952281185504,-0.10609597989183008,-1.4167097195831988e-05,0.2874168577120986,0.10824420129497593,3070017,0.13234531908001304,-0.4223996912844076
0,100001.0,50,431,-0.17812069370728026,0.3851285546185914,-0.031520676756291166,0.07904241675033699,-0.14925083786889834,-0.4487622754284961,0.1698270742042787,0.13761868383717116,3070018,0.14236408849253995,-0.5305990964143504
0,100001.0,50,492,0.1206812396671465,0.44133845283957146,-0.029990170337296493,-0.4340574904438816,-0.6345202156712872,-1.09968475625356,-1.0282454197244553,0.15417611489040056,3070019,0.16178160919540238,-1.1728192766736454
0,100001.0,50,427,0.6011386356876198,0.8358389673014002,0.05324067467058575,-0.6600334033906206,-0.2575692467435073,-0.09227043696812212,0.4170298259765873,0.10776775826609712,3070020,0.13397652294000306,-0.51127250096693
0,100001.0,50,436,0.010787126044017888,-0.6084162973050559,0.038144941228807384,0.2634202341674926,0.5281246622285148,0.938979504325103,0.7100025972710108,0.11171065284752636,3070021,0.11357273678702252,-0.09502800711860684
0,100001.0,50,474,-0.41168304915953613,-0.3862325917929458,-0.03838915772791155,0.437410091971044,0.1478162024816233,-0.021142475001983737,0.39221152547429616,0.12002507188442385,3070022,0.13965755793842954,-0.4222410277260605
0,100001.0,50,441,-0.005767618825886557,-0.7396787110882383,0.025353175096564897,0.1978036519025557,0.3729985414715133,0.6531803866280168,0.304168177280121,0.11998159919705592,3070023,0.12426172019195275,0.34193292749211546
0,100001.0,50,439,-0.19552280609809825,-1.1667448763100259,-0.0004538385855683906,0.33946435523882484,0.32522492772508904,0.2707679105551397,0.2304006819920792,0.1279608690322975,3070024,0.13725962826075316,-0.4715813206414896
0,100001.0,50,462,-0.6391543340560412,-0.5672698360189196,-0.054487373762385466,0.7171056105308479,0.3031213139669769,0.08527727808477452,0.18887731027205226,0.14427848434059626,3070025,0.15793650793650793,-0.8003365715164165
0,100001.0,50,359,-0.5566489267926159,0.7092258624053742,-0.07416811133312036,0.4286139807404805,-0.11476287100246335,-0.9236396312727876,-0.17962908579042633,0.1369760479041916,3070026,0.14528061224489802,-0.7770534552970085
0,100001.0,50,589,0.2290544791350169,0.3548807977430897,0.025482777713500875,-0.2123705419730139,-0.02211005979189529,0.2513028254212478,0.16455054246625855,0.13843322138982184,3070027,0.14550717547292882,-0.507465305531045
0,100001.0,50,494,-0.09924998908375184,0.8163453737038568,-0.029540557747479063,-0.04502779229560592,-0.2552780677049533,-0.8244315998933658,-0.08167355005648695,0.1263052721088435,3070028,0.13060301640035865,-0.5103895612257936
0,100001.0,50,518,-0.02114062369807241,-0.2900228182199994,0.0019749410241813657,0.05173682734525136,0.06414524704364928,0.20589658028063929,0.4871659056659484,0.11160159716060332,3070029,0.12670068027210887,0.2558326645911215
0,100001.0,50,352,0.4295092577922524,-0.0939768126857518,0.05358392006072158,-0.3577160422669691,0.03615643780285238,0.5148382828655508,-0.01593469884358819,0.12786618143761008,3070030,0.1401808091657715,-0.41966894546597583
0,100001.0,50,405,-0.26503201512494273,-0.1833952682207413,-0.017386211977247216,0.33610155320178897,0.20103659263621315,0.274733070431246,0.306773405228963,0.12336976210602585,3070031,0.14539098467669898,-0.21184020294613085
0,100001.0,50,471,0.34962289699461924,-0.14742807081869466,0.026848032649602085,-0.4141322917697054,-0.2080503559491924,-0.025136278465271025,0.3682284576115227,0.1131465148873621,3070032,0.11884444043103964,-0.02954229902969715
0,100001.0,50,505,0.3635351648734717,0.7562329967268225,0.016667964079969632,-0.5139252158858888,-0.3771279777109245,-0.328081131856792,0.03974987406815519,0.12503882831671487,3070033,0.1348865495565314,-0.18999907377005407
0,100001.0,50,463,0.18915466887455834,-0.3171031478882973,0.001152299362653994,-0.32315655963065665,-0.3042739027929244,-0.259471835330712,0.7294605879994475,0.10291262969834393,3070034,0.12743572005073214,0.2189206650665701
0,100001.0,50,508,0.12889461898445184,-0.8145662780627981,0.05027990285395925,0.14699793760721347,0.5025277459186259,0.7373590147060026,0.8565297087925696,0.10462654449534904,3070035,0.10908041788143827,0.6634346622320395
0,100001.0,50,396,-0.03513784985862233,0.3733033561375682,-0.02142348527246105,-0.0966976076943724,-0.24700914288535397,-0.5587396042291946,-0.6479152570527409,0.14173235431738831,3070036,0.15584628346751545,-0.9310012756927764
0,100001.0,50,468,-0.3125522924340928,0.09442137219602363,-0.03643593546296487,0.27808865542026423,0.007819935770498198,-0.32679953179085736,0.21188320566202773,0.12294128177586827,3070037,0.13815369897959187,-0.4371352121662699
0,100001.0,50,533,0.041093039152640974,-0.8476762757743831,0.012415344173339185,0.020104407105757883,0.10845621480594726,0.2015577856058073,0.21289451610856755,0.11169467787114848,3070038,0.11652661064425768,0.1870893506494932
0,100001.0,50,470,0.5085648820853322,0.4584082901629732,0.05939263273402585,-0.4516765310304833,-0.011147274700843604,0.4633389294218442,0.22558820742228414,0.1164755506162861,3070039,0.12573525650861844,-0.2159127116330854
0,100001.0,50,381,-0.20344752792968976,1.9160491175576062,-0.05200002629616481,-0.027325023645989814,-0.398559222449062,-2.1234562027477133,-0.8094386013789004,0.120451137444225,3070040,0.12918837747865106,-0.552918476231005
0,100001.0,50,434,-0.4183307339523622,1.1448041596041176,-0.10120613189441302,-0.015557339977333112,-0.7399225171774808,-2.0052624052239127,-1.022529977420013,0.16911426732855306,3070041,0.17905389105997002,-1.3497949243134142
0,100001.0,50,398,0.021758242285218644,0.3177006439238087,-0.02682282058515595,-0.23634881335865174,-0.4209290500196082,-0.7672363602189344,-0.1203378481884325,0.13599835538611058,3070042,0.14776190476190473,-0.719703254529619
0,100001.0,50,413,-0.29582302946015443,-0.2794841298347574,-0.03516926709852023,0.25855947735014445,-0.0014529477611652812,-0.3050615842372285,-0.13891841116751594,0.12793625737587866,3070043,0.1326058201058201,-0.24226971810373615
0,100001.0,50,511,-0.2894512278474928,0.8827999497588114,-0.07371796295591038,-0.039348584313654233,-0.5665648727476067,-1.290376112379412,-0.37522093039958904,0.1416738865357464,3070044,0.1729962661756432,-1.0236224225843888
0,100001.0,50,508,0.23874933928532294,0.14859446577672872,0.03487358232316249,-0.1599830531241975,0.09543895261640774,0.4108809880502514,0.5031577198901162,0.11729402872260004,3070045,0.12308816143907235,-0.2553056360953257
0,100001.0,50,405,0.5711037550145136,1.4253684973219451,0.035923166042197134,-0.7356422641386053,-0.4552733598780384,-0.8610982543031812,-0.06449145921893151,0.1188919229663698,3070046,0.14156346299203448,-1.0048071950274011
0,100001.0,50,501,0.5856507733390554,0.07833119134469317,0.09656797372662312,-0.31077042566880125,0.3919624347819273,1.6617645685043925,0.5621609397971006,0.0983909545553381,3070047,0.10017006802721087,0.2349770525137956
0,100001.0,50,421,0.2970591365157538,0.4724164434192639,0.03611251170348863,-0.2536815003388197,0.013015847757506286,0.08797215589352284,0.21302568903246352,0.11937880415324018,3070048,0.12399566125662866,-0.2293912437978317
0,100001.0,50,452,0.3613103064683076,-0.5724514742790021,0.05027786760184342,-0.26118505891856675,0.10754813682033884,0.4984184168213565,0.19296371855780836,0.1383928571428572,3070049,0.1460860568003425,-0.4828602789886276
0,100001.0,50,431,-0.30915866690015914,0.5226093392026878,-0.0577683195933718,0.11455570452151742,-0.302864571664394,-0.8233606387787648,-0.783790806238499,0.15651986183074273,3070050,0.1618240516545601,-1.1226078473909138
0,100001.0,50,428,-0.035750583445912684,0.030182755742444133,0.0051127835836522134,0.10051131112555918,0.13389877112342088,0.1610088542692973,0.2794138904684247,0.12484665997546555,3070051,0.1290055495882564,-0.03488640075413808
0,100001.0,50,513,-0.5476365824574256,0.7798161225760564,-0.10360009441335476,0.19170585767327933,-0.557584479754929,-1.717700126584519,-0.9036147117078728,0.1457332933173268,3070052,0.17967225649949906,-1.2883711000815363
0,100001.0,50,377,0.122940886471447,-0.148896633776647,0.016779875537293317,-0.09162254803327832,0.031250856960572525,0.18160043687766275,-0.045019753936360346,0.13240618828176426,3070053,0.1318704472939618,0.217881028880208
0,100001.0,50,478,-0.10501282175141312,-0.8447079918580943,0.004400836147486163,0.2167802526085814,0.2411287383257605,0.3568876465904045,0.25420341874466285,0.11621578864103778,3070054,0.1282272751620333,-0.08302804896311235
0,100001.0,50,387,0.14562127246820508,1.6825172017998071,-0.023336106749670783,-0.4276066687137469,-0.5813279913922574,-0.9988635995766704,-0.08328652826973243,0.13060917137939526,3070055,0.14386835815407245,-0.5396363091083304
0,100001.0,50,377,0.18498761372831507,-0.7377972105950801,0.03207258645142022,-0.08748930566873643,0.14467230683052826,0.3375517796829798,-0.09494305809743996,0.12686219739292365,3070056,0.14872776033490315,-0.6521892960573686
0,100001.0,50,447,0.10000996060622357,-0.3431000669209767,0.017903841324219412,-0.0427877540828076,0.08686327285543582,0.3079759526484241,0.3026389164442181,0.1242083040112597,3070057,0.12436224489795915,-0.19282896631680926
0,100001.0,50,396,0.03064586207852138,0.07419577443983963,0.0014327808621709616,-0.043134950594236623,-0.031529599335765525,-0.2611322149801721,-0.033328854274605364,0.11410196262413018,3070058,0.13525835866261401,-0.13761224487795773
0,100001.0,50,384,0.2485103495659715,1.4899841691560605,0.035673762054691555,-0.17217126069206773,0.08843332400987487,0.13696189375981505,0.0740462532895175,0.11508706743566985,3070059,0.11582966519941308,0.3752117189276963
0,100001.0,50,411,0.07629435204056663,-0.1567214582532284,0.029991448051345924,0.08799965463660775,0.299933478066701,0.5475793499211009,0.7920138872935013,0.10035794422481034,3070060,0.14059414088215932,-0.6612291586635736
0,100001.0,50,351,0.1502052275519902,0.37874364682398,-0.013087756978961206,-0.3596984426984562,-0.4425235457576001,-0.7947324555448791,-0.3486408110401391,0.14414315108759554,3070061,0.1558779761904762,-0.8498163748588268
0,100001.0,50,441,0.3599011150612376,0.8393016895853213,0.017872035842761244,-0.4987383351867739,-0.35455284453749875,-0.351436890632344,0.2941379573532713,0.10411255411255398,3070062,0.12353949213273095,-0.10323450529920658
0,100001.0,50,500,0.3864715636543936,-0.3893433092931064,0.03174505206441644,-0.44231725302239977,-0.19988969444055055,0.04457022000002915,0.18310300695974505,0.11264012647312455,3070063,0.14411027568922308,-0.5783451276851487
0,100001.0,50,303,-0.06245118780572428,0.6659167654218475,-0.04345259283583473,-0.20981692994997406,-0.5142303414488818,-0.9064028442778068,-0.6092162369232087,0.1625497760079641,3070064,0.1712316505549588,-0.7777434695321529
0,100001.0,50,459,-0.4153239049134169,1.0002588568037991,-0.08321849814127652,0.11180084894405896,-0.4881273414447703,-2.1935677758109136,-0.5207366286324838,0.13982147263050304,3070065,0.1663469387755102,-0.7739080304647892
0,100001.0,50,432,0.4222870833191771,0.2737474035140725,0.033620745800532245,-0.4915928303044448,-0.23496463050061714,-0.2827178685962076,-0.08061085279913101,0.12825364887739138,3070066,0.1507012225179927,-0.9957128472269972
0,100001.0,50,438,-0.6727848199561599,-0.8236344486246648,-0.06348988005538735,0.7096714107767297,0.23195341893407986,-0.12750269991289928,-0.3729068965983409,0.13146865889212828,3070067,0.15518372703412076,-0.6758100400602419
0,100001.0,50,463,-0.1408489379815629,-0.5411576829042235,0.011566751830185054,0.3326855077713569,0.4046268073548413,0.6950499497706422,0.26515141371628115,0.12008564687136115,3070068,0.12712914623213625,-0.3726074494258692
0,100001.0,50,451,-0.1695001149021748,-0.4678473959984541,-0.029065663138126783,0.08195723153277266,-0.12894855652956574,-0.26980161772479844,-0.012344760961073195,0.11788931788931782,3070069,0.14230898971158715,-0.25454409132583805
0,100001.0,50,413,0.18503005885018609,0.18668207089402186,0.026501649538782632,-0.12841667931254128,0.06540567719736097,-0.001095634249642575,0.3117131505885453,0.11505309440849502,3070070,0.13435374149659862,-0.7093302628384455
0,100001.0,50,398,-0.8868050951099186,-0.6495452960522553,-0.08357417271217997,0.9369959967186968,0.30940996443829977,-1.8108022183610543e-05,0.4610540110031107,0.11554621848739498,3070071,0.142383969716919,-0.2802909227109837
0,100001.0,50,453,0.11332208662107375,-0.5784651513601411,0.05203031073226915,0.18664818478649586,0.5533143493821748,0.9904153253760668,0.7953478949403977,0.10065422565422562,3070072,0.10861766581632656,0.5688097807933269
0,100001.0,50,369,0.2758240527866615,-1.043319743452505,0.06291982479500552,-0.01917221999782246,0.4315091972212959,0.95143000194904,0.2951317283432926,0.11153061224489794,3070073,0.12296691403834267,-0.3003248217844616
0,100001.0,50,459,-0.01911254773464552,1.1939699195428817,-0.041756382200308126,-0.2758164610619229,-0.5659543847466089,-1.5946714656063266,-0.8820508801985554,0.15638711105744085,3070074,0.16010923600209315,-1.1602210824246295
0,100001.0,50,412,0.1401785149252244,-0.4159507617950652,0.04706641598311601,0.102267122307552,0.4360001131439379,0.8580678223775374,0.9060717522818109,0.1028297430083144,3070075,0.11851013990501864,0.031357567421167465
0,100001.0,50,457,-0.30274468610114563,0.53264069184974,-0.0187529922839458,0.39195503516659297,0.2447535834011277,0.3490865045300289,0.2892272789315814,0.12540103377595588,3070076,0.13500934725035052,-0.5261427188965027
0,100001.0,50,488,-0.1362579277745136,1.2313586348909231,-0.048979931453204235,-0.1242354177306618,-0.4711699946289224,-1.3297273809532602,-0.4366469646814045,0.1351942511108489,3070077,0.14806204739960502,-0.5726469273125995
0,100001.0,50,473,-0.2332245272800942,0.6226314290833185,-0.03424429679105507,0.15518589290699528,-0.09535617261700848,-0.7459548895358417,-0.5122858857496497,0.1309109009457441,3070078,0.16625566893424046,-1.0389685819568248
0,100001.0,50,512,-0.10766202403963504,-0.6891817605505668,0.02103617212422279,0.3449278783767937,0.4841040265524851,0.6282946755558415,0.4765842410872077,0.1249106785571371,3070079,0.14146869685374133,-0.42030867193959626
0,100001.0,50,343,0.0737755215656608,1.1541546394062248,-0.01575698791320355,-0.2453678562683785,-0.3507462403230853,-0.5798104240149782,-0.3220968999146437,0.13118828176431854,3070080,0.1634432842904604,-0.2726058545904139
0,100001.0,50,380,-0.35632822619173515,-0.368462516479706,-0.035436479103816775,0.3629501220678955,0.0982003117952953,-0.10156309153947488,0.14801753061732306,0.12242772108843546,3070081,0.1286316609977324,0.07199915595717139
0,100001.0,50,484,-0.14319605388486278,-0.262607136934062,-0.03370941290099476,0.0011941366142643026,-0.24045616921891425,-0.4048683166021847,-0.007247993445657529,0.12845554888622118,3070082,0.13530633772496345,-0.6215434799752543
